Company,Ticker,Name,Title,Equity,Cash,Other,Total,F_Salary,M_Salary,F_Number,M_Number,F_Hourly,M_Hourly,H_Number,S_Number,S_Median,H_Median,Median,CEO_Ratio,S_Gender_Ratio,H_Gender_Ratio
FOOT LOCKER INC,FL,Richard A. Johnson,President and Chief Executive Officer,4247272.0,3903778.0,49353.0,8200403.0,56300.0,61261.0,24.0,28.0,10.69,9.89,34.0,52.0,58971.3076923,20580.0,43793.3488372,187.252247607,0.919018625226,1.08088978766
FORD MOTOR CO,F,Mark Fields,President and Chief Executive Officer,12133338.0,5215000.0,370451.0,17718789.0,77342.0,85679.0,63.0,285.0,20.49,28.0,97.0,348.0,84169.7155172,48490.0,76392.3393258,231.944579213,0.902694942751,0.731785714286
FOREST CITY REALTY TRUST INC,FCE.A,David J. LaRue,President and Chief Executive Officer (PEO),1420768.0,2250000.0,52412.0,3723180.0,56469.0,65484.0,6.0,7.0,16.39,17.58,18.0,13.0,61323.2307692,33970.0,45440.7096774,81.9348999263,0.862332783581,0.932309442548
FORWARD AIR CORP,FWRD,Bruce A. Campbell,"Chairman, President and Chief Executive Officer",1499912.0,999835.0,21350.0,2521097.0,51785.0,52345.0,10.0,21.0,13.96,19.46,13.0,31.0,52164.3548387,33420.0,46626.25,54.0703359159,0.989301748018,0.717368961973
FOSSIL GROUP INC,FOSL,Darren E. Hart,"Executive Vice President, HR",958992.0,569615.0,24461.0,1553068.0,60848.0,70494.0,52.0,20.0,15.89,12.06,23.0,72.0,63527.4444444,27950.0,54913.9578947,28.2818441711,0.863165659489,1.3175787728
FRANKLIN RESOURCES INC,BEN,Gregory E. Johnson,"Chairman of the Board, Chief Executive Officer and President",10600000.0,4433633.0,63707.0,15097340.0,72914.0,91826.0,15.0,24.0,,,,39.0,84552.1538462,,84552.1538462,178.556539523,0.794045259513,
FREDS INC,FRED,Bruce A. Efird,Chief Executive Officer & President,0.0,700000.0,22277.0,722277.0,35906.0,49418.0,8.0,13.0,10.5,11.73,20.0,21.0,44270.5714286,22230.0,33519.0731707,21.5482390077,0.726577360476,0.895140664962
FREEPORT-MCMORAN INC,FCX,James R. Moffett,Chairman of the Board,5045315.0,2604167.0,1102537.0,8752019.0,66521.0,72311.0,11.0,31.0,17.64,22.72,32.0,42.0,70794.5714286,40360.0,57633.6756757,151.855992133,0.919929194728,0.776408450704
FRONTIER COMMUNICATIONS CORP,FTR,Mary Agnes Wilderotter,Former Executive Chairman and Former Chairman and CEO,9311654.0,3383118.0,1984.0,12696756.0,68230.0,79281.0,18.0,40.0,16.84,23.98,40.0,58.0,75851.3793103,40820.0,61552.8571429,206.27403161,0.860609729948,0.702251876564
FTI CONSULTING INC,FCN,Steven H. Gunby,President and Chief Executive Officer,3783080.0,2788462.0,0.0,6571542.0,71210.0,86542.0,26.0,38.0,26.04,31.0,6.0,64.0,80313.375,57040.0,78318.5142857,83.9078991722,0.822837466201,0.84
GAMESTOP CORP.,GME,J. Paul Raines,Chief Executive Officer,5001314.0,3258346.0,344916.0,8604576.0,38860.0,39751.0,34.0,61.0,10.89,11.54,84.0,95.0,39432.1157895,22430.0,31453.4692737,273.565244111,0.977585469548,0.943674176776
GAP INC,GPS,Jeff Kirwan,"Global President, Gap",4197996.0,977500.0,1061541.0,6237037.0,84225.0,89605.0,106.0,82.0,11.37,13.63,169.0,188.0,86571.5957447,25000.0,57424.2577031,108.613280336,0.939958707661,0.834189288335
GARMIN LTD,GRMN,Clifton A. Pemble,President & Chief Executive Officer,1206700.0,680256.0,31604.0,1918560.0,74900.0,75857.0,19.0,73.0,16.53,17.2,17.0,92.0,75659.3586957,33730.0,69119.9174312,27.7569776021,0.987384157032,0.961046511628
GENERAL DYNAMICS CORP,GD,Phebe N. Novakovic,Chairman and Chief Executive Officer,13712048.0,6433750.0,278306.0,20424104.0,69251.4770642,77807.1267943,109.0,418.0,18.3322619048,21.5196428571,84.0,527.0,76037.5521822,39851.9047619,71062.7659574,287.409358823,0.89004028188,0.851885044118
GENERAL ELECTRIC CO,GE,Jeffrey R. Immelt,Chairman & CEO,9202766.0,16814000.0,620376.0,26637142.0,82308.2801724,91418.7971631,464.0,1410.0,20.7518823529,22.4404117647,340.0,1874.0,89163.0448239,43192.2941176,82103.3992773,324.434094501,0.900343066487,0.924754971991
GENERAL GROWTH PPTYS INC,GGP,Sandeep Mathrani,Chief Executive Officer,34999984.0,4200000.0,47574.0,39247558.0,66461.0,68503.0,14.0,15.0,19.36,17.0,9.0,29.0,67517.2068966,36360.0,60137.8684211,652.626357243,0.970191086522,1.13882352941
GENERAL MILLS INC,GIS,Kendall J. Powell,Chairman and CEO,5275695.0,2881704.0,147780.0,8305179.0,69925.0,77535.0,59.0,65.0,22.27,22.55,25.0,124.0,73914.1129032,44820.0,69032.5503356,120.308158392,0.901850777068,0.987583148559
GENERAL MOTORS CO,GM,Mary T. Barra,Chief Executive Officer,11760567.0,3639803.0,412532.0,15812902.0,75077.0,79796.0,155.0,508.0,20.38,23.08,62.0,663.0,78692.7647059,43460.0,75679.7558621,208.944939368,0.940861697328,0.88301559792
GENESIS HEALTHCARE INC,GEN,Paxton Wiffler,Chief Operating Officer,1960000.0,617788.0,7592.0,2585380.0,58196.0,56960.0,92.0,30.0,19.97,20.33,353.0,122.0,57892.0655738,40300.0,44818.3831579,57.6857043435,1.0216994382,0.982292179046
GENPACT LTD,G,Edward J. Fitzpatrick,Chief Financial Officer,1240251.0,1204089.0,12904.0,2457244.0,81572.0,88783.0,22.0,53.0,20.0,18.66,8.0,75.0,86667.7733333,38660.0,82040.5180723,29.9515904792,0.918779496075,1.0718113612
GENTEX CORP,GNTX,Fred Bauer,Chairman and CEO,1224080.0,615610.0,93902.0,1933592.0,57559.0,60990.0,5.0,34.0,16.0,16.98,9.0,39.0,60550.1282051,32980.0,55380.7291667,34.9145276542,0.943744876209,0.942285041225
GENUINE PARTS CO,GPC,Thomas C. Gallagher,Chairman and Chief Executive Officer,1758410.0,3158963.0,97321.0,5014694.0,55449.0,59630.0,16.0,31.0,14.25,15.97,13.0,47.0,58206.6808511,30220.0,52142.9,96.172134653,0.929884286433,0.89229805886
GENWORTH FINANCIAL INC,GNW,Daniel J. Sheehan IV,Executive Vice President-Chief Investment Officer,2737950.0,1921085.0,116711.0,4775746.0,48063.0,76098.0,31.0,25.0,19.05,16.49,12.0,56.0,60578.625,35540.0,56160.0441176,85.0381454472,0.631593471576,1.1552456034
GEO GROUP INC,GEO,George C. Zoley,"Chairman of the Board, CEO & Founder",3669250.0,2440000.0,221867.0,6331117.0,54418.0,46888.0,17.0,22.0,15.62,16.58,62.0,39.0,50170.3076923,32200.0,39139.029703,161.759682037,1.16059546153,0.942098914355
GILEAD SCIENCES INC,GILD,John C. Martin,Chairman and Chief Executive Officer (Executive Chairman),12982504.0,5765948.0,7500.0,18755952.0,99111.0,101996.0,51.0,55.0,34.55,36.79,26.0,106.0,100607.933962,71340.0,94843.0378788,197.757815645,0.971714577042,0.939113889644
GOLDMAN SACHS GROUP INC,GS,Michael S. Sherwood,Vice Chairman and Co-CEO of Goldman Sachs International,16897346.0,7595000.0,121836.0,24614182.0,75472.0,85721.0,69.0,171.0,22.23,26.2,11.0,240.0,82774.4125,48430.0,81269.2788845,302.871913445,0.880437699047,0.848473282443
GOODYEAR TIRE & RUBBER CO /OH/,GT,Richard J. Kramer,"Chairman of the Board, Chief Executive Officer and President",4992344.0,12677753.0,102031.0,17772128.0,69033.0,66689.0,19.0,99.0,18.01,14.56,109.0,118.0,67066.4237288,32570.0,50502.061674,351.908959969,1.03514822534,1.23695054945
GOOGLE INC.,GOOGL,Omid Kordestani,Senior Vice President and Chief business officer,123153001.0,6737500.0,12551.0,129903052.0,101050.0,114947.0,156.0,535.0,27.54,32.75,100.0,691.0,111809.616498,60290.0,105296.390645,1233.6895045,0.879100802979,0.840916030534
GRAINGER (W W) INC,GWW,James T. Ryan,"Chairman of the Board, President and CEO",5329147.0,1865334.0,333106.0,7527587.0,71794.0,70116.0,31.0,82.0,19.6,17.9,46.0,113.0,70576.3362832,37500.0,61007.081761,123.388740827,1.02393177021,1.09497206704
GRANITE CONSTRUCTION INC,GVA,James H. Roberts,President & CEO,1133374.0,1062937.0,126166.0,2322477.0,46808.0,62418.0,8.0,15.0,16.48,16.23,17.0,23.0,56988.4347826,32710.0,46670.1,49.763703099,0.749911884392,1.01540357363
GREATBATCH INC,GB,Thomas J. Hook,President & Chief Executive Officer,2279122.0,719192.0,140486.0,3138800.0,70410.0,83347.0,11.0,27.0,52.0,19.31,12.0,38.0,79602.0789474,71310.0,77611.98,40.4422100815,0.844781455841,2.69290523045
"GROUPON, INC.",GRPN,Jason Child,Chief Financial Officer,5841560.0,649325.0,4057.0,6494942.0,74065.0,97467.0,43.0,74.0,18.21,14.72,10.0,117.0,88866.2649573,32930.0,84461.8346457,76.8979507401,0.759898221962,1.2370923913
HALF ROBERT INTERNATIONAL INC /DE/,RHI,Harold M. Messmer Jr.,Chairman and Chief Executive Officer,6213878.0,3645343.0,0.0,9859221.0,56734.0,59077.0,38.0,30.0,17.53,19.64,46.0,68.0,57767.6764706,37170.0,49456.3333333,199.352041195,0.960339895391,0.892566191446
HALLIBURTON CO,HAL,David J. Lesar,Chairman of the Board and Chief Executive Officer,5971076.0,7659513.0,1941613.0,15572202.0,68439.0,87712.0,20.0,46.0,19.96,20.46,23.0,66.0,81871.6969697,40420.0,71159.4606742,218.835301061,0.780269518424,0.975562072336
HANCOCK HOLDING CO,HBHC,John M. Hairston,President and CEO,725281.0,1103026.0,240575.0,2068882.0,67407.0,54472.0,4.0,6.0,15.47,13.51,12.0,10.0,59646.0,28980.0,42919.0909091,48.2042363009,1.23746144808,1.14507772021
HANESBRANDS INC.,HBI,Richard A. Noll,Chairman and Chief Executive Officer,8200017.0,3360000.0,383640.0,11943657.0,63533.0,77116.0,31.0,26.0,,,,57.0,69728.754386,,69728.754386,171.287399369,0.823862752217,
HANOVER INSURANCE GROUP INC,THG,Frederick H. Eppinger,President and CEO,2733199.0,2400000.0,87556.0,5220755.0,59042.0,70332.0,39.0,28.0,25.39,16.89,5.0,67.0,63760.2089552,42280.0,62268.5277778,83.8425957111,0.83947562987,1.50325636471
HARLEY-DAVIDSON INC,HOG,Keith E. Wandell,"Former Chairman, President and CEO",3329128.0,2380365.0,165268.0,5874761.0,59550.0,82871.0,18.0,28.0,19.6,22.59,21.0,46.0,73745.3913043,42190.0,63854.8955224,92.001732239,0.718586719118,0.867640548915
HARMAN INTERNATIONAL INDS,HAR,Dinesh C. Paliwal,"Chairman, CEO and President",5480550.0,4836627.0,89292.0,10406469.0,72893.0,92589.0,18.0,60.0,15.0,20.46,8.0,78.0,88043.7692308,35460.0,83152.255814,125.149569283,0.787274946268,0.733137829912
HARRIS CORP,HRS,William M. Brown,"Chairman, President and Chief Executive Officer",3678548.0,2672682.0,469804.0,6821034.0,68327.0,87125.0,71.0,198.0,19.46,24.28,29.0,269.0,82163.4460967,43740.0,78424.2516779,86.9760801546,0.784241032999,0.801482701812
HARTE HANKS INC,HHS,Robert Philpott,President and Chief Executive Officer,1962609.0,700000.0,77942.0,2740551.0,57904.0,92494.0,24.0,16.0,13.0,11.24,13.0,40.0,71740.0,24240.0,60089.0566038,45.608154877,0.626029796527,1.15658362989
HARTFORD FINANCIAL SERVICES,HIG,Christopher Swift,Chairman and Chief Executive Officer,6489280.0,3450000.0,77375.0,10016655.0,70706.0,79640.0,96.0,110.0,20.35,19.2,30.0,206.0,75476.5825243,39550.0,70909.6440678,141.259417272,0.887820190859,1.05989583333
HASBRO INC,HAS,Brian Goldner,"Chairman, President and Chief Executive Officer",4940789.0,4950000.0,356130.0,10246919.0,73634.0,92326.0,24.0,15.0,,,,39.0,80823.2307692,,80823.2307692,126.781853466,0.797543487208,
"HCA HOLDINGS, INC.",HCA,R. Milton Johnson,Chairman and Chief Executive Officer,8365812.0,5586403.0,18000.0,13970215.0,71947.0,76418.0,208.0,142.0,25.58,22.91,600.0,350.0,73760.9485714,48490.0,57800.3494737,241.697760086,0.941492842001,1.11654299433
HD SUPPLY HOLDINGS INC,HDS,Joseph J. DeAngelo,Chief Executive Officer,3999994.0,2525350.0,50161.0,6575505.0,57989.0,65906.0,41.0,65.0,17.44,16.9,57.0,106.0,62843.7641509,34340.0,52876.190184,124.356633432,0.879874366522,1.03195266272
HEALTHCARE SERVICES GROUP,HCSG,Daniel P. McCartney,Chairman of the Board & Chief Executive Officer,228675.0,1005108.0,18705.0,1252488.0,36214.0,39485.0,52.0,46.0,9.51,11.83,81.0,98.0,37749.3673469,21340.0,30323.8994413,41.3036589316,0.917158414588,0.803888419273
HEALTHSOUTH CORP,HLS,Jay Grinney,President and Chief Executive Officer,5740857.0,1808000.0,267277.0,7816134.0,65914.0,75047.0,51.0,15.0,20.75,19.43,51.0,66.0,67989.6818182,40180.0,55867.5128205,139.904814183,0.878302930164,1.06793618116
"HEALTHWAYS, INC",HWAY,Ben R. Leedle Jr.,President and Chief Executive Officer,1576742.0,749302.0,245459.0,2571503.0,70739.0,83586.0,17.0,16.0,22.93,21.54,13.0,33.0,76967.8484848,44470.0,67783.673913,37.9369079832,0.846302012299,1.06453110492
HENRY (JACK) & ASSOCIATES,JKHY,John F. Prim,Chief Executive Officer,2700001.0,1095378.0,5000.0,3800379.0,56585.0,69013.0,31.0,63.0,19.5,38.85,8.0,94.0,64914.4042553,58350.0,64399.5490196,59.0125095262,0.819917986466,0.501930501931
HESS CORP,HES,John B. Hess,Chief Executive Officer,9500036.0,3412500.0,21147.0,12933683.0,71767.0,107352.0,15.0,11.0,10.5,21.7,9.0,26.0,86822.1923077,32200.0,72776.4857143,177.717883367,0.668520381549,0.483870967742
HILL-ROM HOLDINGS INC,HRC,JOHN J. GREISCH,"President and Chief Executive Officer, Member of the Board of Directors",6926744.0,2117715.0,207236.0,9251695.0,65822.0,76999.0,15.0,35.0,20.96,22.53,25.0,50.0,73645.9,43490.0,63593.9333333,145.480779613,0.854842270679,0.930315135375
HILTON WORLDWIDE HOLDINGS INC.,HLT,Christopher J. Nassetta,President & Chief Executive Officer,6679871.0,3468167.0,69413.0,10217451.0,54177.0,60568.0,132.0,140.0,12.49,13.23,190.0,272.0,57466.4852941,25720.0,44410.5714286,230.067992177,0.894482234843,0.944066515495
HNI CORP,HNI,Stan A. Askren,"Chairman, President and Chief Executive Officer, HNI Corporation",1990903.0,3546612.0,345363.0,5882878.0,59854.0,57213.0,10.0,21.0,,,,31.0,58064.9354839,,58064.9354839,101.315500499,1.04616083757,
HOLOGIC INC,HOLX,Stephen P. MacMillan,"Chairman, President and Chief Executive Officer",7267324.0,3625000.0,441535.0,11333859.0,67618.0,78921.0,38.0,34.0,23.72,20.91,15.0,72.0,72955.5277778,44630.0,68071.816092,166.498554772,0.856780831464,1.1343854615
HOME DEPOT INC,HD,Craig A. Menear,"Chairman, Chief Executive Officer & President",7092106.0,4333014.0,137320.0,11562440.0,60376.0,64710.0,154.0,237.0,11.14,11.43,1609.0,391.0,63003.0025575,22570.0,30474.652,379.411715678,0.933024262092,0.974628171479
HONEYWELL INTERNATIONAL INC,HON,David M. Cote,Chairman of the Board and Chief Executive Officer,10338000.0,21840000.0,927851.0,33105851.0,77179.0,90054.0,85.0,328.0,20.64,21.36,88.0,413.0,87404.1815981,42000.0,79428.996008,416.798054412,0.857030226309,0.966292134831
HORMEL FOODS CORP,HRL,Jeffrey M. Ettinger,Chairman and Chief Executive Officer,2999700.0,5629870.0,61866.0,8691436.0,61929.0,68920.0,7.0,16.0,20.0,19.18,16.0,23.0,66792.3043478,39180.0,55464.1794872,156.703589242,0.898563551944,1.04275286757
HOUGHTON MIFFLIN HARCOURT CO,HMHC,Linda K. Zecher,CEO,2999985.0,1192250.0,28264.0,4220499.0,65561.0,73424.0,42.0,15.0,21.37,42.86,13.0,57.0,67630.2105263,64230.0,66998.7428571,62.9937043595,0.892909675311,0.498600093327
HP INC,HPQ,Dion J. Weisler,"Executive Vice President, Printing and Personal Systems Group",5449980.0,1161718.0,12116105.0,18727803.0,75703.0,87340.0,263.0,685.0,23.28,20.91,139.0,948.0,84111.5917722,44190.0,79006.6228151,237.040925592,0.866762079231,1.11334289813
HSBC FINANCE CORP,HSBC,Patrick J. Burke,Former Chief Executive Officer,1669894.0,1600000.0,161078.0,3430972.0,87731.0,104451.0,59.0,95.0,18.28,23.42,24.0,154.0,98045.2857143,41700.0,90448.1685393,37.9330179417,0.839924940881,0.780529461998
HSN INC,HSNI,Mindy Grossman,Chief Executive Officer and Director,2520031.0,2398015.0,0.0,4918046.0,57917.0,67009.0,27.0,24.0,16.86,15.38,17.0,51.0,62195.5882353,32240.0,54706.6911765,89.8984364478,0.864316733573,1.09622886866
HUBBELL INC,HUBB,D. G. Nord,"Chairman, President and Chief Executive Officer",4107252.0,1949000.0,135085.0,6191337.0,64481.0,76954.0,16.0,37.0,17.77,19.03,16.0,53.0,73188.5660377,36800.0,64750.6376812,95.6181625652,0.837916157705,0.933788754598
HUBSPOT INC,HUBS,Hunter Madeley,"Senior Vice President, Global Sales",2367994.0,270422.0,78853.0,2717269.0,56992.0,82630.0,22.0,19.0,,,,41.0,68873.0243902,,68873.0243902,39.4533131666,0.689725281375,
HUMANA INC,HUM,Bruce D. Broussard,President and Chief Executive Officer,8764998.0,1243087.0,331774.0,10339859.0,60767.0,71161.0,508.0,316.0,17.31,16.92,212.0,824.0,64753.0485437,34230.0,58507.019305,176.728521173,0.85393684743,1.02304964539
HUNT (JB) TRANSPRT SVCS INC,JBHT,John N. Roberts III,President and CEO,4342186.0,1021132.0,19053.0,5382371.0,45406.0,55386.0,14.0,111.0,12.96,17.6,28.0,125.0,54268.24,30560.0,49929.4771242,107.799466568,0.819810060304,0.736363636364
HUNTINGTON BANCSHARES,HBAN,Stephen D. Steinour,"Chairman, President and CEO",4749977.0,2650000.0,430325.0,7830302.0,57727.0,65118.0,33.0,63.0,15.45,17.83,33.0,96.0,62577.34375,33280.0,55082.6744186,142.155443298,0.886498356829,0.866517106001
HUNTINGTON INGALLS IND INC,HII,C. Michael Petters,President and Chief Executive Officer,3799926.0,3089274.0,30483.0,6919683.0,61714.0,69072.0,22.0,63.0,24.0,22.26,42.0,85.0,67167.5764706,46260.0,60253.2598425,114.843296746,0.893473476952,1.0781671159
HUNTSMAN CORP,HUN,Peter R. Huntsman,President and Chief Executive Officer,8099981.0,2971000.0,442042.0,11513023.0,88913.0,95281.0,10.0,29.0,23.18,26.93,13.0,39.0,93648.1794872,50110.0,82763.6346154,139.107266778,0.933166108668,0.860750092833
HYATT HOTELS CORP,H,Mark S. Hoplamazian,President and Chief Executive Officer (Principal Executive Officer),4499970.0,2516333.0,48363.0,7064666.0,56130.6811594,61313.3658537,69.0,82.0,12.8994186047,13.4709302326,86.0,151.0,58945.1192053,26370.3488372,47124.7383966,149.914169083,0.915472187474,0.957574449719
IAC/INTERACTIVECORP,IAC,Jeffrey W. Kip,Executive Vice President and Chief Financial Officer,2447500.0,1575000.0,7800.0,4030300.0,67500.0,90936.0,2.0,12.0,14.74,21.46,8.0,14.0,87588.0,36200.0,68901.4545455,58.4936853161,0.742280285036,0.686859273066
IASIS HEALTHCARE LLC,IAS,W. Carl Whitmer,President and Chief Executive Officer,3712906.0,3834375.0,596624.0,8143905.0,62414.0,58594.0,12.0,4.0,,,,16.0,61459.0,,61459.0,132.509559218,1.0651943885,
IBERIABANK CORP,IBKC,Daryl G. Byrd,President and CEO,2108731.0,1832101.0,202688.0,4143520.0,47340.0,61751.0,16.0,16.0,14.62,13.97,8.0,32.0,54545.5,28590.0,49354.4,83.9544194641,0.766627261097,1.04652827487
"ICF INTERNATIONAL, INC.",ICFI,Sudhakar Kesavan,Chairman and CEO,1428745.0,1467051.0,19783.0,2915579.0,67292.0,74521.0,94.0,86.0,,,,180.0,70745.8555556,,70745.8555556,41.21201132,0.902993786986,
IDEX CORP,IEX,Andrew K. Silvernail,"Chairman, President and Chief Executive Officer",5531029.0,1515088.0,368274.0,7414391.0,68455.0,81060.0,17.0,21.0,17.89,21.76,13.0,38.0,75420.9210526,39650.0,66302.8431373,111.826139712,0.844497902788,0.822150735294
IDEXX LABORATORIES INC /DE,IDXX,Jonathan W. Ayers,President and Chief Executive Officer,2996921.0,1750000.0,20784.0,4767705.0,71001.0,66199.0,22.0,22.0,19.02,19.0,19.0,44.0,68600.0,38020.0,59377.4603175,80.2948623014,1.0725388601,1.00105263158
ILLINOIS TOOL WORKS INC,ITW,E. Scott Santi,Chairman and Chief Executive Officer,6649927.0,5123981.0,146740.0,11920648.0,53846.0,76640.0,18.0,32.0,15.45,16.98,13.0,50.0,68434.16,32430.0,61004.7301587,195.405306588,0.702583507307,0.909893992933
ILLUMINA INC,ILMN,Jay T. Flatley,CEO; Chairman,7000261.0,2154443.0,62903.0,9217607.0,78603.0,94185.0,26.0,68.0,26.85,27.25,19.0,94.0,89875.0851064,54100.0,83859.8053097,109.916866203,0.834559643255,0.985321100917
"IMS HEALTH HOLDINGS, INC.",IMS,Ari Bousbib,"Chairman, Chief Executive Officer & President",27610707.0,6600000.0,318921.0,34529628.0,79962.0,84012.0,32.0,40.0,16.5,51.5,5.0,72.0,82212.0,68000.0,81289.1428571,424.775397874,0.951792601057,0.320388349515
INCONTACT INC,SAAS,Paul Jarman,Chief Executive Officer,1196245.0,538350.0,18877.0,1753472.0,70514.0,81143.0,6.0,19.0,,,,25.0,78592.04,,78592.04,22.3110635632,0.869009033435,
INFINITY PHARMACEUTICALS INC,INFI,David A. Roth,Chief Medical Officer,893650.0,807102.0,8803.0,1709555.0,45158.0,58503.0,9.0,13.0,20.65,20.34,25.0,22.0,53043.6818182,40990.0,46632.1489362,36.6604378953,0.771892039724,1.01524090462
INGERSOLL-RAND PLC,IR,M. W. Lamach,Chairman and Chief Executive Officer,10101798.0,3307500.0,481598.0,13890896.0,72554.0,79020.0,44.0,111.0,20.92,24.82,31.0,155.0,77184.4903226,45740.0,71943.7419355,193.079976469,0.918172614528,0.842868654311
INGLES MARKETS INC  -CL A,IMKTA,Robert P. Ingle II,Chairman and Chief Executive Officer,0.0,1046923.0,44828.0,1091751.0,,56150.75,4.0,8.0,10.2629411765,10.6856470588,85.0,8.0,56150.75,20948.5882353,23976.7311828,45.5337715419,,0.960441714009
INGRAM MICRO INC,IM,Alain Monie,Chief Executive Officer,5500008.0,2849906.0,32309.0,8382223.0,66030.0,73129.0,21.0,48.0,12.96,13.64,18.0,69.0,70968.4347826,26600.0,61788.7586207,135.659352722,0.902924968207,0.950146627566
INGREDION INC,INGR,Ilene S. Gordon,"Chairman of the Board, President and Chief Executive Officer",5344612.0,2782525.0,180465.0,8307602.0,66511.0,81120.0,10.0,18.0,,,,28.0,75902.5,,75902.5,109.450966701,0.81990877712,
INSIGHT ENTERPRISES INC,NSIT,Kenneth T. Lamneck,President and Chief Executive Officer,1900002.0,1381839.0,15255.0,3297096.0,54090.0,65486.0,20.0,37.0,17.17,16.48,24.0,57.0,61487.4035088,33650.0,53239.2839506,61.9297585418,0.825978071649,1.04186893204
INTEGRA LIFESCIENCES HOLDINGS CORP,IART,Peter J. Arduini,President and Chief Executive Officer and Director,3500048.0,1954665.0,23295.0,5478008.0,63201.5714286,79259.7027027,28.0,37.0,,,,65.0,72342.3538462,,72342.3538462,75.7233862151,0.797398542682,
INTEL CORP,INTC,Brian M. Krzanich,Chief Executive Officer,9799000.0,4554700.0,279800.0,14633500.0,87583.0,99195.0,244.0,803.0,32.4,25.65,97.0,1047.0,96488.860554,58050.0,93229.6215035,156.961915795,0.882937648067,1.26315789474
